,adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
279,False,/4rsomWxlqnHt3muGYK06auhOib6.jpg,"[10749, 18, 35]",818647,Through My Window,es,A través de mi ventana,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",10.2707,/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg,2022-02-04,False,False,7.351,3343
280,False,/2IIKts2A9vnUdM9tTC76B8tDmuZ.jpg,[27],1151031,Bring Her Back,en,Bring Her Back,"Following the death of their father, a brother and sister are sent to live with a foster mother, only to learn that she is hiding a terrifying secret.",10.2599,/1Q3GlCXGYWELifxANYZ5OVMRVZl.jpg,2025-05-19,False,False,7.341,1668
281,False,/cBRDacpg1Q6ZOKSxrOhhgkKx9NI.jpg,"[99, 18]",1426306,Titan: The OceanGate Submersible Disaster,en,Titan: The OceanGate Submersible Disaster,OceanGate's Titan tourist submersible imploded in 2023 on a deep-sea dive to the Titanic. This documentary details how a bold vision ended in tragedy.,10.248,/mSVJI9P5UmvOLZVTH8sAtlgxsgy.jpg,2025-06-06,False,False,7.049,175
282,False,/hm21I7yc6oYBogTloET3eXsVPlq.jpg,"[28, 35, 10752]",799583,The Ministry of Ungentlemanly Warfare,en,The Ministry of Ungentlemanly Warfare,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization — the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",10.2321,/8aF0iAKH9MJMYAZdi0Slg77RYa2.jpg,2024-04-18,False,False,7.015,1884
283,False,/7rKyFSg6SdLoCRCVoWLjL5k658k.jpg,"[28, 80, 53, 18]",668489,Havoc,en,Havoc,"When a drug heist swerves lethally out of control, a jaded cop fights his way through a corrupt city's criminal underworld to save a politician's son.",10.2163,/r46leE6PSzLR3pnVzaxx5Q30yUF.jpg,2025-04-25,False,False,6.362,1231
284,False,/wWqTMWkEw6HouLd1zPZbZWxtAPr.jpg,"[28, 878, 12]",399566,Godzilla vs. Kong,en,Godzilla vs. Kong,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",10.1508,/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,2021-03-24,False,False,7.535,10635
285,False,/keC82cQ8q0ZHthrbvzWq04kGnbv.jpg,"[28, 18, 53, 80]",857598,Pushpa 2 - The Rule,te,పుష్పా 2 - The Rule,"As his smuggling empire grows, a brazen Pushpa longs for power and respect on his vengeful journey, while facing old rivals and new.",10.144,/bhxZj3y59cK7JtGdV285dhDRaMe.jpg,2024-12-04,False,False,6.29,143
286,False,/vMxOmgmBGegjVObjlb8ugsjGgkD.jpg,"[10752, 28, 18]",1252037,The Tank,de,Der Tiger,"A German Tiger tank crew is sent on a dangerous mission to rescue the missing officer Paul von Hardenburg from a top-secret bunker behind enemy lines. As they make their way through the lethal no-man's land, they must confront not only the enemy, but also their own fears and inner demons. Fueled by the Wehrmacht's methamphetamine, their mission increasingly becomes a journey into the heart of darkness.",10.1385,/65Jr1JAgWlu9em8zHhAfrNJJQBt.jpg,2025-09-18,False,False,7.1,436
287,False,/7Q2CmqIVJuDAESPPp76rWIiA0AD.jpg,"[28, 12, 18]",1011477,Karate Kid: Legends,en,Karate Kid: Legends,"After a family tragedy, kung fu prodigy Li Fong is uprooted from his home in Beijing and forced to move to New York City with his mother. When a new friend needs his help, Li enters a karate competition – but his skills alone aren't enough. Li's kung fu teacher Mr. Han enlists original Karate Kid Daniel LaRusso for help, and Li learns a new way to fight, merging their two styles into one for the ultimate martial arts showdown.",10.1298,/c90Lt7OQGsOmhv6x4JoFdoHzw5l.jpg,2025-05-08,False,False,7.0,1194
288,False,/3xKJ0nyUTlySmMBCpOcsuSnFPI1.jpg,"[27, 9648]",1232546,Until Dawn,en,Until Dawn,"One year after her sister Melanie mysteriously disappeared, Clover and her friends head into the remote valley where she vanished in search of answers. Exploring an abandoned visitor center, they find themselves stalked by a masked killer and horrifically murdered one by one...only to wake up and find themselves back at the beginning of the same evening.",10.1126,/bLY5yN4MKVynZ2HMZWElTOGBgBe.jpg,2025-04-23,False,False,6.3,1415
289,False,/30jbD8Er4aB7FbfUbyZLORMDnJN.jpg,"[10752, 28]",1241436,Warfare,en,Warfare,"A platoon of Navy SEALs embarks on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.",10.1017,/l39TlELomwysfsr37vrvCV6rmaQ.jpg,2025-04-09,False,False,7.081,1448
290,False,/xuLA0pii2IMJW2puT7EvJtgpg0H.jpg,"[28, 12, 10751, 35]",675353,Sonic the Hedgehog 2,en,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",10.0932,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,2022-03-30,False,False,7.429,5870
291,False,/uuBYYlbfiYD7ny5VNj46NG14ykR.jpg,"[878, 53, 27]",520763,A Quiet Place Part II,en,A Quiet Place Part II,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",10.0558,/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,2021-05-21,False,False,7.434,7393
292,False,/a0GM57AnJtNi7lMOCamniiyV10W.jpg,"[16, 14, 18]",508883,The Boy and the Heron,ja,君たちはどう生きるか,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother.  As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",10.0395,/f4oZTcfGrVTXKTWg157AwikXqmP.jpg,2023-07-14,False,False,7.4,2634
293,False,/eeGRpU64sIrRApjWXvTpK5Lep2K.jpg,"[53, 18, 80]",1220564,The Secret Agent,pt,O Agente Secreto,"Brazil, 1977. Marcelo, a technology expert in his early 40s, is on the run. Hoping to reunite with his son, he travels to Recife during Carnival but soon realizes that the city is not the safe haven he was expecting.",10.035,/iLE2YOmeboeTDC7GlOp1dzh1VFo.jpg,2025-07-23,False,False,7.281,692
294,False,/fuacZLpnohQtLD0AhtCErcPVL98.jpg,"[10749, 35, 18]",1259102,Eternity,en,Eternity,"In an afterlife where souls have one week to decide where to spend eternity, Joan is faced with the impossible choice between the man she spent her life with and her first love, who died young and has waited decades for her to arrive.",10.0305,/yiwGcjfDKXD5PqQnyKUU9kspWQQ.jpg,2025-11-10,False,False,7.1,677
295,False,/uM5i623wwNfoGD97iwwQWQ7GlZL.jpg,"[878, 18]",1032892,In the Blink of an Eye,en,In the Blink of an Eye,"Three storylines, spanning thousands of years, intersect and reflect on hope, connection, and the circle of life.",9.9624,/4vWqIdoBavo1htxmxlScDniOS9C.jpg,2026-01-26,False,False,5.6,124
296,False,/kMZIMqEXO5MFd5Y1Ha2jZZF4pvF.jpg,"[27, 9648]",882598,Smile,en,Smile,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain.",9.9426,/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg,2022-09-23,False,False,6.673,4054
297,False,/iQcCAm8hKWZyUntqrvzyEGtXyJl.jpg,"[878, 28, 12]",670292,The Creator,en,The Creator,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",9.9377,/3dSivDtOuyxLDxPH4v2tcNG1fP7.jpg,2023-09-27,False,False,7.037,3888
298,False,/AecGG1XVCmkk7fT10ko3FC0dLIP.jpg,"[14, 28, 27]",1043197,Dust Bunny,en,Dust Bunny,"Ten-year-old Aurora asks her hitman neighbor to kill the monster under her bed that she claims ate her family. To protect her, he must battle an onslaught of assassins while accepting that some monsters are real.",9.9204,/qa5aZpO8tQqhlDaE0flalS1TuIS.jpg,2025-12-11,False,False,6.749,306
299,False,/oHBhHoNe59VH6bUMazDtJmWOFSS.jpg,"[878, 27, 28]",940721,Godzilla Minus One,ja,ゴジラ-1.0,"In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.",9.8939,/2E2WTX0TJEflAged6kzErwqX1kt.jpg,2023-11-03,False,False,7.6,3176
300,False,/cGbPBHKSFO7hSIjxkb3KOaGdOep.jpg,"[14, 12, 10749]",967941,Wicked: For Good,en,Wicked: For Good,"As an angry mob rises against the Wicked Witch, Glinda and Elphaba will need to come together one final time. With their singular friendship now the fulcrum of their futures, they will need to truly see each other, with honesty and empathy, if they are to change themselves, and all of Oz, for good.",9.8688,/si9tolnefLSUKaqQEGz1bWArOaL.jpg,2025-11-19,False,False,6.6,1002
301,False,/xFYpUmB01nswPgbzi8EOCT1ZYFu.jpg,"[12, 18, 28]",980489,Gran Turismo,en,Gran Turismo,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,9.7911,/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg,2023-08-09,False,False,7.71,3400
302,False,/cjZ7No0DX2L3ielLSoUOMYPw7C.jpg,"[27, 35]",1124620,The Monkey,en,The Monkey,"When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.",9.7675,/yYa8Onk9ow7ukcnfp2QWVvjWYel.jpg,2025-02-10,False,False,6.009,1321
303,False,/4tdV5AeojEdbvn6VpeQrbuDlmzs.jpg,"[16, 18, 12, 14]",916224,Suzume,ja,すずめの戸締まり,"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",9.7316,/yStW1TXF5s7Tbtu9KjIZEaWl6HL.jpg,2022-11-11,False,False,7.883,1738
304,False,/ptcyGmBonW6mDQmrPhXbt6Rjrlp.jpg,"[18, 53]",1314786,Agent Zeta,es,Zeta,"Four Spanish ex-intelligence officers are assassinated simultaneously worldwide. The CNI discovers all participated in the covert ""Operation Ciénaga"" decades ago in Colombia. Zeta, the CNI's best operative, must hunt and protect the sole survivor, facing his deadliest global mission yet. Top Colombian agent Alfa will join Zeta, seemingly knowing more about ""Ciénaga""'s secrets than him.",9.7256,/1cKLG9KMoCjsgFB8Nw1EuglteVi.jpg,2026-03-20,False,False,6.619,151
305,False,/hwUxHPkuUleJeoick4uZsrKDXxF.jpg,"[16, 878, 10751, 12]",718789,Lightyear,en,Lightyear,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,9.7133,/b9t3w1loraDh7hjdWmpc9ZsaYns.jpg,2022-06-15,False,False,6.874,3801
306,False,/evo3crueRIK9Eutb3lnDLVbD2xD.jpg,"[28, 53, 27]",514847,The Hunt,en,The Hunt,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",9.7101,/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg,2020-03-11,False,False,6.647,3652
307,False,/gprjiZWY43vxSKngMha1wfb5TGG.jpg,"[27, 14]",426063,Nosferatu,en,Nosferatu,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",9.6991,/5qGIxdEO841C0tdY8vOdLoRVrr0.jpg,2024-12-25,False,False,6.707,3659
308,False,/yRutvYkM3OP8N9oqqfjSK1VC7fs.jpg,"[27, 878]",762504,Nope,en,Nope,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",9.6769,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,2022-07-20,False,False,6.824,4887
309,False,/37y53Jt8K6MvN6s4zJVFa61luO2.jpg,"[10749, 18]",851644,20th Century Girl,ko,20세기 소녀,"In 1999, a teen girl keeps close tabs on a boy in school on behalf of her deeply smitten best friend – then she gets swept up in a love story of her own.",9.6483,/od22ftNnyag0TTxcnJhlsu3aLoU.jpg,2022-10-06,False,False,8.154,814
310,False,/7BYtnXUfweV6EryNYDpZFeS31Ia.jpg,"[28, 53, 878]",577922,Tenet,en,Tenet,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",9.6442,/aCIFMriQh8rvhxpN1IWGgvH0Tlg.jpg,2020-08-22,False,False,7.175,11105
311,False,/8yPSYhooj8nyBbmV3GVdLDwuE7e.jpg,"[18, 10749]",1079091,It Ends with Us,en,It Ends with Us,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended, and she realizes she must learn to rely on her own strength to make an impossible choice for her future.",9.5728,/AjV6jFJ2YFIluYo4GQf13AA1tqu.jpg,2024-08-07,False,False,6.945,1944
312,False,/6ToGkmqn0KG0UGGGUAC1Ww0e5CM.jpg,"[80, 27, 9648]",1226578,Longlegs,en,Longlegs,"FBI Agent Lee Harker is a gifted new recruit assigned to the unsolved case of an elusive serial killer. As the case takes complex turns, unearthing evidence of the occult, Harker discovers a personal connection to the merciless killer and must race against time to stop him before he claims the lives of another innocent family.",9.529,/1EwNyiiNFd863H4e8nWEzutnZD7.jpg,2024-07-10,False,False,6.53,2660
313,False,/zh6IdheEYinU4TPtorWsjx6qPQE.jpg,"[878, 10749, 35]",792307,Poor Things,en,Poor Things,"Brought back to life by an unorthodox scientist, a young woman runs off with a lawyer on a whirlwind adventure across the continents. Free from the prejudices of her times, she grows steadfast in her purpose to stand for equality and liberation.",9.528,/kCGlIMHnOm8JPXq3rXM6c5wMxcT.jpg,2023-12-07,False,False,7.6,5487
314,False,/tq8COKsI99Bivjd4CZIYVGoKcIx.jpg,"[18, 10749]",937287,Challengers,en,Challengers,"Tennis player turned coach Tashi has taken her husband, Art, and transformed him into a world-famous Major champion. To jolt him out of his recent losing streak, she signs him up for a ""Challenger"" event — close to the lowest level of pro tournament — where he finds himself standing across the net from his former best friend and Tashi's former boyfriend.",9.5095,/H6vke7zGiuLsz4v4RPeReb9rsv.jpg,2024-04-18,False,False,6.9,2685
315,False,/kMe4TKMDNXTKptQPAdOF0oZHq3V.jpg,"[12, 9648, 80]",497582,Enola Holmes,en,Enola Holmes,"While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord.",9.4905,/riYInlsq2kf1AWoGm80JQW5dLKp.jpg,2020-09-23,False,False,7.2,6556
316,False,/1X7vow16X7CnCoexXh4H4F2yDJv.jpg,"[80, 36, 18]",466420,Killers of the Flower Moon,en,Killers of the Flower Moon,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",9.489,/dB6Krk806zeqd0YNp2ngQ9zXteH.jpg,2023-10-18,False,False,7.399,4125
317,False,/vJbEUMeI2AxBUZKjP6ZVeVNNTLh.jpg,"[28, 53, 35]",749170,Heads of State,en,Heads of State,"The UK Prime Minister and US President have a public rivalry that risks their countries' alliance. But when they become targets of a powerful enemy, they're forced to rely on each other as they go on a wild, multinational run. Allied with Noel, a brilliant MI6 agent, they must find a way to thwart a conspiracy that threatens the free world.",9.4766,/lVgE5oLzf7ABmzyASEVcjYyHI41.jpg,2025-06-24,False,False,6.813,1048
